Crop,Land_Area_ha,Soil_Fertility,Growth_Stage,Region,Urea_kg
Wheat,0.2,Medium,Mid,South,10.11
Wheat,2.36,High,Mid,Central,109.52
Rice,1.36,High,Late,North,32.57
Rice,1.42,Medium,Mid,East,97.67
Wheat,0.47,Low,Late,East,13.33
Mustard,0.49,Medium,Mid,East,15.27
Cotton,2.24,Medium,Mid,East,83.97
Rice,1.19,High,Mid,West,59.08
Pulses,0.92,Medium,Initial,South,13.4
Maize,1.17,Medium,Initial,Central,49.28
Sugarcane,2.87,Medium,Mid,West,210.65
Wheat,1.66,Medium,Late,South,42.96
Wheat,0.72,High,Initial,North,27.07
Sugarcane,0.37,Low,Late,West,13.7
Cotton,1.51,Medium,Initial,West,47.25
Sugarcane,0.52,High,Mid,West,36.27
Rice,0.44,Low,Initial,West,21.35
Sugarcane,2.51,Medium,Initial,North,136.75
Wheat,1.84,Medium,Initial,East,82.64
Sugarcane,1.31,Medium,Mid,West,98.25
Maize,0.42,Low,Initial,South,20.99
Pulses,3.5,Medium,Initial,East,58.57
Rice,2.05,Medium,Initial,North,105.44
Sugarcane,0.81,Low,Initial,Central,64.79
Wheat,0.7,Medium,Initial,North,26.28
Mustard,1.06,Low,Mid,Central,33.51
Pulses,0.72,Medium,Late,South,5.53
Rice,4.7,High,Initial,Central,172.4
Wheat,0.76,Low,Initial,West,36.87
Cotton,0.47,Low,Mid,East,20.73
Maize,3.04,High,Initial,East,103.41
Cotton,0.67,Medium,Mid,West,25.92
Maize,1.73,Low,Initial,East,83.31
Sugarcane,1.6,Medium,Initial,North,104.38
Rice,0.96,Low,Initial,West,50.34
Sugarcane,0.51,Low,Initial,West,30.7
Maize,0.97,High,Mid,East,42.17
Maize,0.44,High,Initial,Central,12.03
Maize,0.98,Medium,Late,South,23.85
Pulses,1.72,Low,Initial,Central,29.41
Wheat,3.33,Low,Late,North,99.6
Rice,0.47,High,Initial,West,17.04
Sugarcane,0.84,Low,Initial,West,61.08
Sugarcane,0.69,Medium,Mid,North,52.36
Cotton,1.21,Medium,Initial,South,37.95
Maize,0.34,Medium,Late,West,6.62
Mustard,0.52,Medium,Mid,Central,16.47
Maize,0.31,Medium,Mid,North,13.06
Maize,0.37,High,Initial,West,11.41
Mustard,0.63,Medium,Mid,Central,16.74
Sugarcane,3.22,Low,Mid,North,352.43
Cotton,1.28,Medium,Mid,North,52.49
Wheat,1.05,Low,Initial,North,50.58
Mustard,2.57,Medium,Late,South,37.6
Pulses,1.31,Medium,Late,North,9.1
Rice,1.4,Medium,Late,East,36.78
Mustard,0.72,Medium,Mid,East,24.3
Wheat,0.64,Medium,Mid,North,35.12
Sugarcane,0.4,High,Initial,West,19.25
Pulses,0.66,Medium,Late,East,5.7
Pulses,0.82,Low,Late,Central,7.87
Pulses,1.27,Medium,Initial,Central,18.91
Maize,0.97,Medium,Mid,West,48.62
Rice,0.77,Medium,Late,Central,20.41
Sugarcane,0.53,Medium,Initial,West,32.04
Sugarcane,1.32,Medium,Initial,Central,68.51
Pulses,0.71,Low,Late,North,6.16
Sugarcane,1.28,Medium,Late,Central,45.44
Rice,0.26,Medium,Late,North,7.8
Rice,1.27,Medium,Initial,Central,65.84
Cotton,1.69,High,Initial,Central,42.19
Mustard,1.54,Medium,Mid,Central,45.29
Mustard,0.87,High,Mid,North,26.38
Cotton,1.9,High,Initial,Central,49.81
Wheat,0.41,High,Late,Central,8.55
Mustard,0.94,Low,Late,South,15.99
Rice,0.87,High,Initial,North,36.09
Rice,2.07,Low,Initial,East,116.93
Mustard,0.24,Low,Initial,West,6.43
Rice,0.48,Medium,Mid,South,27.94
Cotton,3.4,Low,Initial,Central,126.09
Pulses,0.2,Low,Mid,East,3.45
Pulses,1.77,Medium,Mid,East,31.3
Sugarcane,0.61,Low,Late,Central,26.99
Pulses,1.2,Medium,Initial,Central,17.62
Maize,2.69,Low,Mid,South,171.26
Cotton,1.23,Medium,Mid,North,53.89
Rice,2.73,High,Mid,South,149.1
Mustard,0.71,Medium,Late,North,9.95
Pulses,0.78,Medium,Mid,East,13.62
Cotton,1.73,High,Late,West,27.04
Pulses,0.74,Low,Initial,Central,12.34
Wheat,1.52,Medium,Mid,South,77.38
Rice,2.29,High,Mid,East,114.25
Wheat,1.84,High,Late,South,36.52
Rice,0.33,Medium,Initial,North,18.1
Cotton,0.79,Low,Initial,Central,29.13
Sugarcane,1.22,High,Mid,North,84.1
Pulses,0.84,Low,Initial,North,14.15
Pulses,1.06,Medium,Mid,North,19.94
Maize,1.23,Medium,Late,East,28.28
Mustard,0.69,Medium,Late,Central,9.74
Wheat,0.87,High,Initial,West,28.71
Pulses,0.44,High,Initial,South,5.61
Cotton,0.72,Medium,Mid,North,27.75
Sugarcane,0.34,Low,Mid,Central,37.39
Mustard,1.08,Medium,Mid,South,34.01
Cotton,0.87,Medium,Mid,Central,35.92
Wheat,0.53,Medium,Mid,South,29.99
Maize,3.49,High,Initial,Central,107.79
Pulses,0.84,High,Mid,West,13.22
Cotton,1.22,Medium,Initial,Central,39.33
Mustard,0.64,Low,Initial,Central,18.95
Rice,0.75,Medium,Mid,North,43.92
Sugarcane,1.25,High,Mid,North,80.42
Mustard,0.79,Medium,Mid,North,20.39
Cotton,1.0,High,Mid,Central,33.26
Sugarcane,1.76,Medium,Initial,West,102.02
Pulses,0.7,Medium,Initial,South,8.91
Rice,0.39,Medium,Mid,North,24.51
Maize,0.34,Medium,Initial,East,13.58
Mustard,2.74,High,Mid,Central,77.72
Maize,1.92,Low,Mid,West,111.96
Rice,1.58,Medium,Mid,West,103.0
Sugarcane,0.74,Medium,Late,North,28.37
Pulses,0.39,Low,Late,North,3.72
Cotton,0.82,Medium,Late,East,15.15
Rice,0.94,Low,Mid,East,75.66
Wheat,0.45,Low,Initial,North,23.39
Sugarcane,0.36,Medium,Mid,South,24.17
Maize,0.3,Medium,Mid,North,14.49
Mustard,1.58,Low,Initial,North,36.59
Rice,0.43,Low,Mid,West,24.72
Maize,1.24,Low,Mid,North,67.09
Sugarcane,0.76,Medium,Initial,North,47.08
Maize,1.51,Low,Mid,North,82.36
Rice,1.27,Medium,Initial,South,49.96
Sugarcane,0.85,Medium,Initial,West,55.98
Wheat,1.1,Medium,Late,Central,24.68
Rice,0.93,Medium,Mid,Central,61.78
Cotton,0.65,Medium,Mid,Central,24.78
Pulses,1.99,High,Initial,Central,22.68
Rice,0.74,Medium,Mid,West,47.42
Sugarcane,0.94,Medium,Initial,North,57.21
Mustard,0.37,Medium,Mid,Central,12.02
Pulses,1.21,Low,Late,North,11.45
Rice,0.65,Medium,Late,Central,15.81
Wheat,0.72,High,Initial,South,26.25
Mustard,0.56,Medium,Mid,North,15.86
Wheat,0.92,Medium,Late,West,18.97
Cotton,0.25,Medium,Initial,South,7.03
Mustard,1.61,Low,Initial,South,48.14
Maize,0.97,Low,Late,West,20.06
Mustard,0.72,High,Mid,South,20.15
Pulses,0.34,High,Mid,North,5.35
Mustard,1.35,High,Initial,East,28.98
Sugarcane,0.64,High,Mid,East,46.16
Sugarcane,2.49,Medium,Mid,Central,198.19
Maize,1.41,Low,Mid,Central,86.32
Mustard,2.93,Medium,Mid,North,88.29
Wheat,1.1,Low,Mid,West,55.53
Wheat,2.13,High,Mid,North,96.85
Rice,1.38,High,Mid,Central,80.77
Cotton,0.73,High,Mid,South,25.81
Pulses,1.14,Medium,Initial,North,18.86
Cotton,0.56,Medium,Mid,North,22.02
Mustard,4.26,Low,Initial,West,114.42
Cotton,0.93,Medium,Mid,Central,37.23
Rice,1.02,Medium,Late,North,26.3
Cotton,1.31,Medium,Mid,South,49.68
Maize,0.47,High,Initial,South,13.43
Rice,2.52,High,Initial,East,82.56
Maize,0.49,Low,Initial,Central,20.55
Mustard,0.42,Low,Initial,South,11.53
Rice,0.89,Medium,Mid,West,57.82
Mustard,0.41,Low,Initial,Central,10.95
Mustard,2.98,High,Initial,South,57.47
Cotton,0.85,Medium,Initial,North,29.56
Maize,0.2,Low,Mid,Central,9.97
Mustard,1.15,Medium,Mid,South,34.93
Maize,1.47,Medium,Late,North,35.51
Maize,0.74,High,Initial,East,23.09
Rice,0.39,Low,Late,Central,10.66
Sugarcane,0.93,High,Mid,Central,75.73
Cotton,0.71,Medium,Initial,South,23.8
Mustard,0.51,Medium,Initial,East,13.67
Maize,0.47,Low,Mid,West,25.99
Pulses,1.12,Medium,Mid,South,20.94
Sugarcane,1.88,Medium,Initial,South,87.24
Mustard,1.38,Medium,Late,West,17.94
Pulses,0.3,High,Initial,West,3.77
Cotton,1.54,Medium,Mid,West,52.0
Cotton,1.72,High,Mid,West,55.43
Maize,2.65,Low,Mid,West,151.16
Maize,0.51,High,Late,North,8.86
Mustard,0.96,Low,Late,North,15.49
Rice,1.49,High,Initial,West,62.42
Sugarcane,0.69,High,Mid,East,50.01
Mustard,1.47,Medium,Late,East,20.17
Sugarcane,0.98,Medium,Initial,West,55.11
Maize,0.55,Medium,Mid,North,28.45
Cotton,0.59,Low,Late,East,12.81
Maize,2.4,Medium,Mid,North,122.13
Cotton,0.5,Medium,Initial,South,15.54
Mustard,0.44,High,Late,North,5.43
Cotton,1.27,High,Late,West,20.54
Maize,0.98,Medium,Mid,Central,50.45
Wheat,0.4,Medium,Mid,West,21.12
Sugarcane,0.7,Medium,Late,South,23.23
Pulses,0.56,Medium,Late,North,5.14
Cotton,0.64,Medium,Late,East,10.4
Cotton,5.86,Medium,Mid,West,225.39
Wheat,0.81,High,Mid,East,35.95
Mustard,0.54,Medium,Mid,North,13.89
Mustard,4.12,Medium,Initial,South,102.36
Mustard,1.86,High,Mid,West,47.38
Pulses,1.66,Medium,Mid,East,30.59
Rice,0.56,Medium,Late,West,14.89
Wheat,2.3,Medium,Late,West,57.64
Pulses,1.77,Medium,Initial,East,27.51
Wheat,1.11,Medium,Mid,South,52.2
Cotton,0.3,Medium,Mid,West,13.9
Sugarcane,0.99,Medium,Late,South,33.96
Wheat,3.36,Medium,Initial,South,146.28
Rice,1.17,Medium,Mid,North,74.83
Maize,0.77,High,Mid,East,33.32
Pulses,0.85,High,Late,North,6.12
Wheat,0.89,Medium,Mid,Central,55.22
Wheat,0.57,High,Mid,North,28.26
Rice,0.97,Medium,Late,West,25.74
Sugarcane,2.75,High,Mid,West,181.8
Wheat,2.54,Medium,Initial,West,97.5
Wheat,0.59,Low,Initial,Central,30.83
Sugarcane,2.44,Low,Late,South,104.95
Rice,1.7,Medium,Initial,West,78.21
Pulses,1.56,Medium,Mid,North,31.76
Pulses,1.35,Medium,Mid,South,26.43
Wheat,0.52,Medium,Late,North,14.8
Sugarcane,0.75,Medium,Mid,North,56.16
Wheat,1.79,Medium,Mid,West,92.9
Mustard,0.43,Medium,Initial,North,10.32
Maize,0.48,Medium,Mid,Central,30.41
Pulses,1.24,Medium,Initial,South,17.02
Mustard,0.58,Medium,Late,West,8.8
Cotton,1.78,High,Late,West,29.15
Maize,0.59,Low,Initial,North,25.89
Wheat,1.19,Low,Initial,North,57.63
Rice,1.26,Medium,Mid,East,85.08
Pulses,0.71,Medium,Mid,East,14.75
Cotton,0.85,Low,Mid,West,37.54
Maize,0.62,High,Late,West,10.7
Pulses,0.99,Medium,Late,North,8.63
Sugarcane,0.51,Medium,Mid,Central,36.94
Rice,0.86,Low,Initial,Central,49.9
Maize,1.69,Medium,Mid,North,92.45
Sugarcane,0.45,Medium,Late,East,17.28
Mustard,0.71,Medium,Mid,East,21.55
Wheat,1.44,High,Mid,Central,59.96
Sugarcane,0.23,Medium,Initial,West,15.97
Maize,3.67,Medium,Late,North,79.22
Maize,2.08,Low,Mid,West,104.43
Mustard,0.34,Medium,Mid,East,12.19
Wheat,0.23,Low,Mid,Central,15.53
Sugarcane,1.02,High,Initial,West,47.45
Sugarcane,0.46,Medium,Late,East,20.98
Wheat,1.96,High,Mid,East,86.81
Sugarcane,1.32,Medium,Mid,East,117.39
Pulses,1.09,High,Initial,West,15.08
Wheat,0.67,Medium,Initial,South,30.07
Rice,3.06,Low,Mid,Central,230.08
Maize,1.69,Medium,Initial,East,57.01
Rice,1.53,Medium,Mid,West,112.24
Pulses,2.32,Medium,Initial,North,35.24
Mustard,0.49,Low,Initial,Central,11.97
Pulses,2.46,Medium,Mid,North,51.08
Cotton,0.83,Medium,Late,North,15.05
Cotton,1.26,Medium,Mid,West,48.28
Cotton,0.9,Medium,Mid,South,33.54
Wheat,0.27,Medium,Initial,West,11.13
Sugarcane,1.95,Low,Mid,West,190.87
Pulses,0.28,Low,Late,Central,2.46
Rice,0.51,Medium,Initial,West,24.47
Mustard,0.73,Medium,Initial,Central,24.12
Rice,0.25,Medium,Initial,East,13.34
Rice,0.46,Low,Mid,Central,37.14
Rice,1.19,Medium,Mid,West,65.58
Mustard,0.78,Low,Initial,East,19.49
Cotton,0.83,Medium,Initial,East,30.62
Rice,0.53,Medium,Late,South,16.17
Mustard,1.03,Medium,Mid,West,36.97
Mustard,0.8,High,Mid,North,21.15
Sugarcane,0.32,Medium,Late,West,12.46
Mustard,0.87,Medium,Initial,North,15.85
Cotton,0.42,Medium,Late,South,7.8
Rice,1.87,Low,Late,West,64.6
Mustard,0.76,High,Initial,South,14.45
Wheat,5.84,Medium,Mid,North,348.77
Mustard,1.97,Low,Mid,Central,70.7
Maize,0.91,High,Late,West,16.43
Maize,1.5,Low,Initial,East,66.0
Maize,0.23,High,Mid,East,11.51
Mustard,1.96,High,Late,South,21.83
Cotton,0.56,Medium,Late,Central,9.65
Rice,1.06,Low,Late,East,31.98
Pulses,0.6,Low,Mid,East,12.22
Pulses,0.65,Medium,Late,West,5.12
Pulses,0.88,Low,Initial,East,15.39
Cotton,1.06,Medium,Mid,North,39.52
Sugarcane,0.98,High,Mid,South,68.68
Wheat,1.0,Medium,Mid,East,58.37
Wheat,0.32,Medium,Initial,West,11.84
Maize,5.12,Medium,Mid,North,254.86
Maize,1.18,High,Initial,East,38.93
Mustard,1.36,Low,Mid,South,48.58
Pulses,0.79,Medium,Mid,South,13.17
Mustard,0.54,High,Late,South,6.24
Pulses,1.11,High,Initial,East,13.53
Maize,1.22,High,Late,North,27.17
Rice,2.49,Medium,Initial,Central,123.66
Sugarcane,4.28,Low,Mid,South,443.17
Mustard,2.81,Medium,Mid,North,101.11
Sugarcane,0.29,Low,Mid,West,22.78
Sugarcane,0.72,Medium,Late,West,24.56
Sugarcane,1.26,Medium,Mid,North,116.98
Maize,0.76,Medium,Mid,West,36.94
Wheat,0.97,High,Mid,West,42.68
Maize,0.22,Medium,Mid,South,11.62
Sugarcane,1.9,Medium,Mid,East,173.41
Maize,0.27,Low,Initial,East,12.12
Sugarcane,0.33,High,Late,East,10.09
Cotton,0.49,Low,Late,East,7.92
Pulses,0.93,Low,Initial,North,15.11
Wheat,0.32,Low,Late,South,8.35
Cotton,0.48,Medium,Mid,North,17.34
Rice,2.24,Low,Mid,West,153.85
Maize,0.92,High,Initial,South,28.41
Rice,1.35,High,Late,Central,33.11
Mustard,0.42,High,Mid,East,11.17
Maize,0.96,Low,Mid,West,55.55
Pulses,0.91,High,Mid,East,14.44
Cotton,0.57,High,Mid,East,22.69
Pulses,0.96,High,Mid,East,14.25
Mustard,0.27,Medium,Mid,Central,9.97
Sugarcane,1.36,Medium,Mid,West,118.21
Pulses,0.76,Low,Mid,East,18.34
Pulses,0.84,High,Late,East,5.94
Sugarcane,1.82,Low,Late,South,71.58
Maize,1.35,Medium,Mid,East,64.64
Sugarcane,0.8,High,Late,South,28.2
Cotton,0.46,Medium,Late,West,8.87
Pulses,2.53,Low,Initial,West,35.59
Sugarcane,0.39,High,Late,West,12.75
Mustard,1.55,High,Initial,South,29.09
Mustard,0.33,Low,Initial,Central,9.6
Pulses,1.9,High,Mid,Central,31.81
Cotton,2.03,Medium,Mid,East,96.03
Rice,0.26,Medium,Mid,West,16.4
Cotton,1.37,Medium,Mid,North,54.73
Wheat,1.29,Low,Initial,East,63.96
Wheat,1.64,Medium,Late,Central,43.88
Wheat,1.29,Low,Mid,Central,87.38
Pulses,0.51,High,Late,West,3.36
Mustard,0.86,Medium,Mid,South,21.57
Maize,3.21,High,Mid,East,104.12
Mustard,0.46,Medium,Mid,South,14.54
Maize,1.25,Low,Mid,Central,63.56
Maize,2.24,High,Initial,West,67.3
Mustard,0.5,High,Mid,Central,13.21
Pulses,0.37,Medium,Initial,West,6.08
Cotton,0.41,Low,Mid,North,19.43
Maize,1.32,Medium,Late,South,30.47
Rice,0.41,Medium,Initial,East,21.51
Mustard,0.91,High,Mid,West,17.9
Mustard,2.61,Low,Mid,North,90.82
Wheat,0.96,Low,Initial,North,40.91
Cotton,0.58,Medium,Initial,South,21.0
Wheat,1.09,Medium,Initial,West,36.39
Mustard,0.95,Low,Initial,East,26.24
Mustard,1.37,Medium,Initial,East,33.41
Maize,3.11,Medium,Mid,East,141.37
Cotton,1.32,Medium,Mid,Central,54.55
Sugarcane,4.15,Medium,Late,Central,150.34
Rice,1.38,Medium,Late,West,37.96
Maize,0.58,High,Mid,East,26.34
Mustard,4.96,High,Mid,North,136.0
Maize,0.92,Low,Initial,East,42.96
Rice,0.48,Medium,Mid,West,32.45
Mustard,5.09,High,Initial,East,90.22
Rice,0.6,Medium,Mid,South,39.54
Sugarcane,0.58,Medium,Late,East,19.15
Maize,0.68,Medium,Initial,North,24.49
Pulses,1.12,Medium,Mid,West,19.83
Maize,1.92,Medium,Mid,West,95.91
Wheat,0.2,Medium,Late,North,5.05
Cotton,1.91,Medium,Initial,West,52.92
Cotton,0.68,Low,Initial,East,29.15
Wheat,0.75,High,Late,West,14.2
Mustard,3.32,Medium,Initial,East,77.05
Cotton,1.16,Medium,Mid,West,39.81
Rice,1.37,High,Late,East,28.66
Cotton,0.97,Medium,Late,East,15.26
Cotton,1.71,High,Initial,North,47.13
Wheat,3.1,High,Mid,North,151.07
Mustard,0.2,Medium,Initial,Central,4.52
Sugarcane,2.14,Medium,Mid,North,153.31
Cotton,2.95,High,Mid,East,101.51
Pulses,1.42,Low,Late,East,13.46
Cotton,0.62,Low,Mid,West,28.86
Sugarcane,0.45,High,Mid,West,26.94
Wheat,5.22,High,Mid,Central,238.14
Sugarcane,0.53,High,Initial,East,33.53
Wheat,2.89,Low,Initial,Central,124.27
Rice,1.31,Low,Initial,East,75.33
Wheat,4.19,Low,Late,North,121.35
Rice,0.8,Medium,Mid,West,44.17
Rice,0.32,Medium,Initial,Central,17.04
Wheat,1.0,Medium,Mid,South,45.9
Pulses,0.35,Low,Initial,East,6.17
Maize,6.51,Medium,Initial,North,251.87
Wheat,1.55,Medium,Late,South,31.36
Cotton,1.72,Low,Late,North,38.14
Pulses,1.72,High,Initial,North,18.69
Pulses,0.62,Low,Mid,East,12.79
Cotton,0.91,Medium,Mid,North,39.25
Maize,1.08,High,Mid,Central,41.48
Pulses,3.9,Medium,Mid,South,65.15
Rice,0.44,Low,Initial,North,27.89
Maize,0.6,Medium,Initial,North,18.33
Mustard,0.78,High,Initial,West,17.89
Cotton,0.62,Medium,Initial,West,16.28
Maize,0.36,Medium,Initial,Central,13.02
Wheat,0.2,High,Initial,West,7.12
Maize,0.28,High,Mid,North,12.42
Rice,2.16,Medium,Mid,North,140.02
Wheat,0.99,High,Initial,South,34.95
Sugarcane,1.79,High,Initial,West,89.16
Cotton,0.67,Medium,Initial,East,24.71
Cotton,0.93,Medium,Late,West,17.56
Maize,3.09,Low,Initial,North,153.05
Pulses,2.97,Low,Late,South,25.61
Wheat,1.93,High,Mid,West,66.05
Sugarcane,1.15,Medium,Late,South,44.8
Wheat,1.44,High,Mid,West,66.26
Cotton,1.3,High,Initial,Central,35.69
Wheat,0.89,Medium,Mid,North,45.32
Sugarcane,0.75,Medium,Mid,North,58.91
Pulses,2.19,Low,Mid,East,43.55
Maize,0.4,High,Mid,North,17.06
Rice,2.83,Medium,Initial,East,125.49
Wheat,0.82,Medium,Mid,North,47.93
Rice,0.4,Low,Late,West,14.98
Cotton,0.68,High,Late,West,9.52
Maize,0.54,High,Mid,Central,19.37
Mustard,0.67,Medium,Initial,West,15.72
Maize,0.66,Medium,Initial,South,25.68
Wheat,0.64,Medium,Late,West,15.62
Pulses,0.81,Medium,Late,East,7.63
Maize,0.96,Low,Late,Central,26.41
Wheat,1.71,Medium,Mid,South,73.97
Wheat,0.84,Low,Late,South,19.97
Rice,1.26,Medium,Late,North,36.6
Maize,1.01,Medium,Mid,East,48.45
Wheat,1.46,Medium,Mid,West,88.06
Rice,1.03,Low,Initial,West,51.18
Sugarcane,0.64,Medium,Mid,North,56.45
Mustard,0.53,Medium,Late,West,6.68
Rice,1.16,Medium,Initial,South,57.09
Rice,2.44,Medium,Mid,West,136.68
Wheat,0.85,High,Initial,West,31.15
Cotton,0.61,Low,Late,South,13.75
Cotton,0.84,High,Mid,East,30.09
Pulses,0.68,Medium,Late,East,6.56
Cotton,0.63,Medium,Mid,South,23.09
Rice,0.36,Medium,Mid,South,22.7
Pulses,0.84,Medium,Initial,Central,12.92
Wheat,1.18,Medium,Mid,Central,58.22
Maize,0.47,Medium,Mid,West,22.66
Mustard,0.54,Medium,Mid,West,17.62
Mustard,0.51,High,Initial,Central,11.84
Rice,0.38,Low,Late,West,13.18
Rice,0.51,Low,Mid,East,34.57
Pulses,0.87,Low,Late,East,8.41
Wheat,0.39,Low,Mid,North,21.08
Sugarcane,0.91,Medium,Initial,Central,53.6
Rice,0.61,Medium,Mid,East,38.59
Sugarcane,0.52,Medium,Late,North,20.94
Sugarcane,1.3,Low,Mid,South,125.15
Cotton,0.64,Medium,Mid,East,26.5
Wheat,0.72,High,Late,North,15.34
Mustard,2.48,High,Initial,West,52.73
Mustard,0.53,High,Mid,North,14.58
Sugarcane,2.99,High,Mid,East,198.07
Mustard,0.78,High,Initial,West,14.32
Wheat,0.45,Medium,Mid,West,23.12
Cotton,0.68,Low,Mid,North,29.1
Wheat,1.05,Medium,Mid,North,60.18
Rice,2.41,Low,Initial,East,159.46
Sugarcane,1.75,High,Mid,West,123.41
Wheat,1.05,Medium,Mid,Central,46.71
Mustard,2.42,Medium,Mid,North,71.27
Maize,0.27,Low,Late,Central,6.86
Wheat,1.19,Medium,Initial,Central,43.27
Sugarcane,1.24,Medium,Mid,West,97.91
Cotton,1.25,Medium,Mid,East,54.19
Mustard,0.32,Medium,Mid,Central,11.76
Cotton,0.49,Low,Mid,East,27.55
Sugarcane,0.89,Medium,Mid,North,63.5
Mustard,2.18,Medium,Mid,West,65.9
Rice,3.82,High,Mid,South,198.47
Mustard,0.63,Medium,Mid,West,17.82
Rice,0.4,Medium,Initial,South,19.39
Cotton,1.77,High,Mid,North,60.45
Cotton,6.23,Medium,Late,East,121.49
Sugarcane,2.17,Medium,Initial,North,155.28
Rice,0.59,Medium,Late,West,16.29
Cotton,7.41,High,Initial,South,184.9
Rice,1.62,Medium,Mid,South,89.61
Cotton,0.57,Medium,Mid,West,27.19
Mustard,3.87,High,Initial,West,85.33
Wheat,0.54,Low,Late,North,15.61
Maize,0.65,High,Mid,Central,27.06
Mustard,1.66,Medium,Initial,South,46.37
Pulses,0.98,Medium,Mid,West,16.88
Wheat,1.03,High,Mid,North,39.04
Pulses,1.03,Medium,Late,Central,8.52
Cotton,2.18,High,Mid,East,67.2
Maize,0.2,High,Initial,West,6.52
Maize,1.22,Medium,Initial,Central,53.83
Cotton,0.82,High,Mid,East,23.87
Cotton,0.59,Low,Mid,East,25.53
Rice,0.59,High,Late,North,15.24
Cotton,0.2,Medium,Mid,South,7.54
Sugarcane,0.57,Medium,Late,West,20.8
Cotton,2.47,Low,Late,Central,53.75
Sugarcane,1.79,Medium,Mid,East,161.08
Cotton,0.87,Low,Initial,South,29.04
Rice,0.37,High,Initial,East,11.78
Sugarcane,1.78,High,Initial,West,96.0
Wheat,2.5,Low,Mid,West,127.04
Sugarcane,2.06,Low,Initial,North,163.41
Mustard,0.51,High,Initial,West,10.21
Rice,0.55,Medium,Initial,West,25.18
Pulses,3.19,Low,Initial,West,53.21
Sugarcane,0.43,Medium,Mid,South,28.12
Mustard,1.4,Medium,Initial,Central,33.89
Mustard,0.29,Low,Mid,Central,11.01
Mustard,0.81,Medium,Initial,West,19.75
Cotton,1.51,Medium,Late,Central,26.04
Mustard,0.98,Low,Initial,West,25.48
Cotton,1.44,High,Late,Central,25.74
Pulses,0.42,Medium,Mid,Central,8.41
Rice,0.56,Medium,Mid,East,33.79
Maize,1.4,Low,Mid,South,88.7
Cotton,1.63,Low,Mid,East,83.22
Mustard,1.17,Medium,Initial,East,30.57
Mustard,1.94,Low,Mid,Central,74.74
Wheat,0.31,Medium,Late,North,6.66
Mustard,0.72,Low,Late,North,13.37
Rice,3.58,Medium,Mid,South,242.19
Sugarcane,2.46,High,Mid,West,168.03
Sugarcane,1.56,Medium,Mid,Central,130.58
Mustard,0.9,Medium,Mid,South,27.44
Wheat,2.06,High,Late,East,40.49
Cotton,1.35,Medium,Mid,Central,58.19
Rice,0.35,Medium,Late,East,9.09
Wheat,2.01,Medium,Initial,South,83.89
Cotton,0.55,High,Mid,North,18.96
Rice,1.7,Low,Late,South,55.78
Mustard,0.32,Medium,Late,Central,4.99
Sugarcane,3.06,Medium,Mid,Central,260.67
Rice,0.82,Medium,Initial,West,41.93
Mustard,0.46,High,Initial,North,7.72
Pulses,0.62,Medium,Initial,Central,9.13
Maize,0.79,Low,Mid,North,45.31
Rice,1.0,High,Mid,Central,55.87
Maize,2.52,Low,Mid,North,135.65
Rice,1.05,Low,Mid,South,83.16
Maize,0.22,Medium,Mid,North,11.1
Pulses,0.42,High,Mid,East,6.11
Sugarcane,6.89,High,Late,South,194.91
Cotton,1.1,High,Initial,Central,32.42
Maize,1.95,Low,Late,Central,49.29
Pulses,0.81,Medium,Mid,West,14.06
Maize,0.49,Medium,Mid,East,24.5
Sugarcane,0.71,High,Late,West,23.34
Maize,1.09,Medium,Initial,South,43.27
Pulses,0.72,Low,Initial,West,9.97
Mustard,3.83,Medium,Initial,South,82.99
Pulses,0.65,Medium,Initial,West,8.83
Wheat,0.48,Medium,Mid,North,24.15
Sugarcane,1.76,High,Initial,South,72.47
Mustard,1.92,Medium,Initial,South,42.67
Wheat,1.02,Low,Mid,North,61.65
Sugarcane,0.66,Medium,Mid,North,51.02
Mustard,0.26,Medium,Mid,East,9.11
Maize,2.35,Low,Mid,North,103.89
Mustard,1.84,Medium,Mid,West,51.79
Pulses,0.73,Low,Initial,North,12.77
Wheat,1.04,High,Mid,North,44.66
Maize,0.85,Low,Late,South,18.59
Pulses,3.13,Medium,Mid,South,51.41
Sugarcane,0.48,Medium,Mid,North,40.92
Mustard,0.65,High,Late,East,7.66
Pulses,0.61,Medium,Late,South,4.4
Maize,1.24,High,Mid,West,53.15
Wheat,1.04,High,Mid,West,48.04
Wheat,1.15,High,Mid,North,46.13
Mustard,0.54,High,Mid,North,14.59
Pulses,2.83,Low,Mid,East,51.94
Maize,0.73,High,Initial,North,26.6
Rice,2.3,High,Initial,Central,108.49
Sugarcane,9.0,High,Initial,Central,472.84
Sugarcane,0.54,Low,Mid,North,55.93
Maize,1.27,Medium,Mid,Central,58.73
Rice,0.91,Low,Late,West,28.09
Wheat,4.14,Medium,Late,North,93.64
Mustard,0.82,Medium,Mid,West,25.04
Cotton,1.19,High,Late,West,17.78
Cotton,1.17,Medium,Late,Central,21.3
Mustard,0.93,High,Late,East,11.21
Maize,1.7,Low,Initial,West,73.81
Rice,1.07,Low,Mid,Central,87.93
Rice,1.4,Medium,Mid,East,71.93
Sugarcane,1.16,Medium,Initial,Central,88.09
Wheat,0.65,High,Late,Central,13.02
Pulses,0.83,Medium,Initial,North,11.51
Rice,1.48,Medium,Mid,South,103.19
Mustard,1.47,Medium,Initial,East,38.99
